"Storage 164916 - FL460B.spc"
"Wavelength nm."	"Abs."
759,000	-0,00465
760,000	-0,00458
761,000	-0,00293
762,000	-0,00310
763,000	-0,00354
764,000	-0,00328
765,000	-0,00262
766,000	-0,00287
767,000	-0,00293
768,000	-0,00259
769,000	-0,00223
770,000	-0,00243
771,000	-0,00259
772,000	-0,00211
773,000	-0,00211
774,000	-0,00220
775,000	-0,00230
776,000	-0,00168
777,000	-0,00212
778,000	-0,00204
779,000	-0,00165
780,000	-0,00166
781,000	-0,00137
782,000	-0,00183
783,000	-0,00143
784,000	-0,00143
785,000	-0,00150
786,000	-0,00104
787,000	-0,00063
788,000	-0,00087
789,000	-0,00063
790,000	-0,00081
791,000	-0,00058
792,000	-0,00052
793,000	-0,00056
794,000	-0,00044
795,000	-0,00021
796,000	0,00011
797,000	0,00014
798,000	-0,00021
799,000	-0,00032
800,000	-0,00029
